movieId,title,genres,imdbId,tmdbId,Release Date,Rate,Total Votes
45.0,To Die For,Comedy|Drama|Thriller,114681,577.0,1995.0,3.3829079472601915,8267.0
46.0,How to Make an American Quilt,Drama|Romance,113347,11861.0,1995.0,3.2634129456559364,2889.0
47.0,Seven (a.k.a. Se7en),Mystery|Thriller,114369,807.0,1995.0,4.079166337259863,50596.0
48.0,Pocahontas,Animation|Children|Drama|Musical|Romance,114148,10530.0,1995.0,2.9777505385929723,13461.0
50.0,"Usual Suspects, The",Crime|Mystery|Thriller,114814,629.0,1995.0,4.284353213163313,55366.0
52.0,Mighty Aphrodite,Comedy|Drama|Romance,113819,11448.0,1995.0,3.532892426548051,8543.0
54.0,"Big Green, The",Children|Comedy,112499,26441.0,1995.0,2.8411316648531013,919.0
55.0,Georgia,Drama,113158,97406.0,1995.0,3.2203290246768512,851.0
57.0,Home for the Holidays,Drama,113321,9089.0,1995.0,3.3204382826475847,2236.0
58.0,"Postman, The (Postino, Il)",Comedy|Drama|Romance,110877,11010.0,1994.0,3.9679004101879234,10483.0
60.0,"Indian in the Cupboard, The",Adventure|Children|Fantasy,113419,11359.0,1995.0,3.0958892617449663,5960.0
61.0,Eye for an Eye,Drama|Thriller,116260,17182.0,1996.0,3.3160919540229883,2088.0
62.0,Mr. Holland's Opus,Drama,113862,2054.0,1995.0,3.715354676022366,18242.0
63.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,116126,10607.0,1996.0,3.083904109589041,2336.0
64.0,Two if by Sea,Comedy|Romance,118002,19760.0,1996.0,2.81395966029724,1884.0
65.0,Bio-Dome,Comedy,115683,9536.0,1996.0,2.37025520051469,4663.0
66.0,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,116839,11525.0,1996.0,2.1376975169300225,2215.0
68.0,French Twist (Gazon maudit),Comedy|Romance,113149,4482.0,1995.0,3.4301601423487544,1124.0
69.0,Friday,Comedy,113118,10634.0,1995.0,3.5583216456287987,4278.0
70.0,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,116367,755.0,1996.0,3.3265689191103567,14118.0
71.0,Fair Game,Action,113010,11859.0,1995.0,2.34567387687188,1202.0
72.0,Kicking and Screaming,Comedy|Drama,113537,28387.0,1995.0,3.4868532654792195,1179.0
73.0,"Misérables, Les",Drama|War,113828,48750.0,1995.0,3.796035568729159,2699.0
74.0,Bed of Roses,Drama|Romance,115644,20927.0,1996.0,3.2880989180834623,3235.0
75.0,Big Bully,Comedy|Drama,115676,36929.0,1996.0,2.429657794676806,526.0
76.0,Screamers,Action|Sci-Fi|Thriller,114367,9102.0,1995.0,3.0100463678516234,3235.0
78.0,"Crossing Guard, The",Action|Crime|Drama|Thriller,112744,27526.0,1995.0,3.152790079716563,1129.0
79.0,"Juror, The",Drama|Thriller,116731,9623.0,1996.0,3.1199367713890536,5061.0
80.0,"White Balloon, The (Badkonake sefid)",Children|Drama,112445,46785.0,1995.0,3.7495145631067963,515.0
81.0,Things to Do in Denver When You're Dead,Crime|Drama|Romance,114660,400.0,1995.0,3.2527435982707016,3007.0
82.0,Antonia's Line (Antonia),Comedy|Drama,112379,880.0,1995.0,3.992351398601399,2288.0
83.0,Once Upon a Time... When We Were Colored,Drama|Romance,114039,146599.0,1995.0,3.644320297951584,537.0
85.0,Angels and Insects,Drama|Romance,112365,8447.0,1995.0,3.526833265055305,2441.0
86.0,White Squall,Action|Adventure|Drama,118158,10534.0,1996.0,3.4766641162968632,3921.0
87.0,Dunston Checks In,Children|Comedy,116151,17414.0,1996.0,2.3496801705756933,938.0
88.0,Black Sheep,Comedy,115697,13997.0,1996.0,3.107188160676533,4730.0
89.0,Nick of Time,Action|Thriller,113972,2086.0,1995.0,3.1294022617124395,3095.0
92.0,Mary Reilly,Drama|Horror|Thriller,117002,9095.0,1996.0,2.850047303689688,2114.0
93.0,Vampire in Brooklyn,Comedy|Horror|Romance,114825,12158.0,1995.0,2.4919938016528924,1936.0
94.0,Beautiful Girls,Comedy|Drama|Romance,115639,9283.0,1996.0,3.5279255319148937,3760.0
95.0,Broken Arrow,Action|Adventure|Thriller,115759,9208.0,1996.0,3.077245421955237,20642.0
97.0,"Hate (Haine, La)",Crime|Drama,113247,406.0,1995.0,3.986233269598471,2615.0
99.0,Heidi Fleiss: Hollywood Madam,Documentary,113283,63076.0,1995.0,3.1010479041916166,668.0
100.0,City Hall,Drama|Thriller,115907,11062.0,1996.0,3.2212201591511938,3770.0
101.0,Bottle Rocket,Adventure|Comedy|Crime|Romance,115734,13685.0,1996.0,3.7673501577287065,4438.0
102.0,Mr. Wrong,Comedy,117102,47475.0,1996.0,2.4106463878327005,1841.0
103.0,Unforgettable,Mystery|Sci-Fi|Thriller,118040,2045.0,1996.0,3.2552581261950286,1046.0
104.0,Happy Gilmore,Comedy,116483,9614.0,1996.0,3.3943981240229286,19190.0
105.0,"Bridges of Madison County, The",Drama|Romance,112579,688.0,1995.0,3.3332222962469467,9006.0
107.0,Muppet Treasure Island,Adventure|Children|Comedy|Musical,117110,10874.0,1996.0,3.2168744804655027,6015.0
110.0,Braveheart,Action|Drama|War,112573,197.0,1995.0,4.002272573668559,59184.0
111.0,Taxi Driver,Crime|Drama|Thriller,75314,103.0,1976.0,4.083479216009336,29133.0
112.0,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,113326,33542.0,1995.0,3.40623288921336,10958.0
113.0,Before and After,Drama|Mystery,115645,43566.0,1996.0,3.1010101010101008,990.0
116.0,Anne Frank Remembered,Documentary,112373,51352.0,1995.0,3.911428571428572,875.0
117.0,"Young Poisoner's Handbook, The",Crime|Drama,115033,16934.0,1995.0,3.574430823117338,1142.0
118.0,If Lucy Fell,Comedy|Romance,116606,10324.0,1996.0,2.985436893203884,1030.0
121.0,"Boys of St. Vincent, The",Drama,106473,32119.0,1992.0,3.74869109947644,764.0
122.0,Boomerang,Comedy|Romance,103859,11066.0,1992.0,2.859392419175028,3588.0
123.0,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,109424,11104.0,1994.0,3.9913693901035683,2607.0
125.0,Flirting With Disaster,Comedy,116324,2074.0,1996.0,3.7441968430826367,3231.0
126.0,"NeverEnding Story III, The",Adventure|Children|Fantasy,110647,27793.0,1994.0,2.318660647103085,1329.0
132.0,Jade,Thriller,113451,11863.0,1995.0,2.7779220779220783,1925.0
135.0,Down Periscope,Comedy,116130,9101.0,1996.0,3.001854349291976,5932.0
140.0,Up Close and Personal,Drama|Romance,118055,9302.0,1996.0,3.2872831100373383,4553.0
141.0,"Birdcage, The",Comedy,115685,11000.0,1996.0,3.510165245459364,20757.0
144.0,"Brothers McMullen, The",Comedy,112585,16388.0,1995.0,3.4649743714913352,4097.0
145.0,Bad Boys,Action|Comedy|Crime|Drama|Thriller,112442,9737.0,1995.0,3.2755157861831816,12796.0
146.0,"Amazing Panda Adventure, The",Adventure|Children,112342,30765.0,1995.0,2.9029038112522687,551.0
147.0,"Basketball Diaries, The",Drama,112461,10474.0,1995.0,3.5833728090952155,4222.0
149.0,Amateur,Crime|Drama|Thriller,109093,30157.0,1994.0,3.6866931479642497,1007.0
150.0,Apollo 13,Adventure|Drama|IMAX,112384,568.0,1995.0,3.87355561527172,48377.0
151.0,Rob Roy,Action|Drama|Romance|War,114287,11780.0,1995.0,3.53139284174213,11595.0
152.0,"Addiction, The",Drama|Horror,112288,34996.0,1995.0,3.0869905956112853,638.0
153.0,Batman Forever,Action|Adventure|Comedy|Crime,112462,414.0,1995.0,2.8716600752387382,31101.0
154.0,Beauty of the Day (Belle de jour),Drama,61395,649.0,1967.0,3.786777431637245,2889.0
155.0,Beyond Rangoon,Adventure|Drama|War,112495,1873.0,1995.0,3.408390410958904,1168.0
156.0,Blue in the Face,Comedy|Drama,112541,5894.0,1995.0,3.5088757396449703,1521.0
157.0,Canadian Bacon,Comedy|War,109370,1775.0,1995.0,2.7942023026315788,2432.0
158.0,Casper,Adventure|Children,112642,8839.0,1995.0,2.921479069028517,12589.0
159.0,Clockers,Crime|Drama|Mystery,112688,20649.0,1995.0,3.4178361249434133,2209.0
160.0,Congo,Action|Adventure|Mystery|Sci-Fi,112715,10329.0,1995.0,2.6022161264708004,13853.0
161.0,Crimson Tide,Drama|Thriller|War,112740,8963.0,1995.0,3.739861235452104,22340.0
162.0,Crumb,Documentary,109508,26564.0,1994.0,4.008077401029647,5633.0
163.0,Desperado,Action|Romance|Western,112851,8068.0,1995.0,3.439258581879572,14216.0
164.0,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,112857,8512.0,1995.0,3.4522562951882323,4011.0
165.0,Die Hard: With a Vengeance,Action|Crime|Thriller,112864,1572.0,1995.0,3.506566659749192,33731.0
166.0,"Doom Generation, The",Comedy|Crime|Drama,112887,13552.0,1995.0,2.84407027818448,683.0
168.0,First Knight,Action|Drama|Romance,113071,6520.0,1995.0,3.081881687151826,11309.0
169.0,Free Willy 2: The Adventure Home,Adventure|Children|Drama,113114,9073.0,1995.0,2.269546027742749,3172.0
170.0,Hackers,Action|Adventure|Crime|Thriller,113243,10428.0,1995.0,3.215710400207227,7721.0
171.0,Jeffrey,Comedy|Drama,113464,17447.0,1995.0,3.599845797995373,1297.0
172.0,Johnny Mnemonic,Action|Sci-Fi|Thriller,113481,9886.0,1995.0,2.7515630141493914,12156.0
173.0,Judge Dredd,Action|Crime|Sci-Fi,113492,9482.0,1995.0,2.555359804851606,14758.0
174.0,Jury Duty,Comedy,113500,19326.0,1995.0,2.449275362318841,1932.0
175.0,Kids,Drama,113540,9344.0,1995.0,3.507799325463744,4744.0
176.0,Living in Oblivion,Comedy,113677,9071.0,1995.0,3.849069450748978,2203.0
177.0,Lord of Illusions,Horror,113690,8973.0,1995.0,2.8892508143322475,2149.0
179.0,Mad Love,Drama|Romance,113729,47608.0,1995.0,2.7305630026809653,1119.0
180.0,Mallrats,Comedy|Romance,113749,2293.0,1995.0,3.5757829309108287,8366.0
181.0,Mighty Morphin Power Rangers: The Movie,Action|Children,113820,9070.0,1995.0,1.9535250098463963,2539.0
182.0,Moonlight and Valentino,Drama|Romance,113851,68274.0,1995.0,3.0754716981132075,636.0
183.0,Mute Witness,Comedy|Horror|Thriller,110604,48787.0,1994.0,3.3623063683304646,581.0
185.0,"Net, The",Action|Crime|Thriller,113957,1642.0,1995.0,3.102854287948562,23018.0
186.0,Nine Months,Comedy|Romance,113986,11472.0,1995.0,2.8772434974565697,10419.0
187.0,Party Girl,Comedy,114095,36196.0,1995.0,3.4314285714285715,875.0
188.0,"Prophecy, The",Fantasy|Horror|Mystery,114194,11980.0,1995.0,3.3334728033472802,2390.0
190.0,Safe,Thriller,114323,32646.0,1995.0,3.5781741867785937,953.0
191.0,"Scarlet Letter, The",Drama|Romance,114345,10533.0,1995.0,2.684565916398713,1555.0
193.0,Showgirls,Drama,114436,10802.0,1995.0,2.2478297395687483,7142.0
194.0,Smoke,Comedy|Drama,114478,10149.0,1995.0,3.8442938267081894,5459.0
195.0,Something to Talk About,Comedy|Drama|Romance,114496,18402.0,1995.0,3.077944179714092,2938.0
196.0,Species,Horror|Sci-Fi,114508,9348.0,1995.0,2.8360270915108137,12993.0
198.0,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281.0,1995.0,3.417996761508212,8646.0
199.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical|Romance,58450,5967.0,1964.0,3.77007299270073,1507.0
203.0,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,114682,9090.0,1995.0,3.1462450592885376,5060.0
204.0,Under Siege 2: Dark Territory,Action,114781,3512.0,1995.0,2.926604922608475,7882.0
205.0,Unstrung Heroes,Comedy|Drama,114798,52856.0,1995.0,3.5,1213.0
206.0,Unzipped,Documentary,114805,77350.0,1995.0,3.448717948717949,936.0
207.0,"Walk in the Clouds, A",Drama|Romance,114887,9560.0,1995.0,3.3732562774013566,5018.0
208.0,Waterworld,Action|Adventure|Sci-Fi,114898,9804.0,1995.0,2.8652335902399826,27377.0
209.0,White Man's Burden,Drama,114928,31611.0,1995.0,2.8105726872246697,681.0
211.0,"Browning Version, The",Drama,109340,49805.0,1994.0,3.584600760456274,526.0
213.0,Burnt by the Sun (Utomlyonnye solntsem),Drama,111579,50797.0,1994.0,4.01654306902453,1753.0
214.0,Before the Rain (Pred dozhdot),Drama|War,110882,19155.0,1994.0,4.026966292134832,890.0
215.0,Before Sunrise,Drama|Romance,112471,76.0,1995.0,3.914843512610149,6582.0
216.0,Billy Madison,Comedy,112508,11017.0,1995.0,3.2408267020335986,9048.0
217.0,"Babysitter, The",Drama|Thriller,112438,37141.0,1995.0,2.7281914893617016,940.0
218.0,Boys on the Side,Comedy|Drama,112571,9382.0,1995.0,3.285843685300207,3864.0
219.0,"Cure, The",Drama,112757,6715.0,1995.0,3.606112054329372,589.0
222.0,Circle of Friends,Drama|Romance,112679,22625.0,1995.0,3.5284704131001114,5374.0
223.0,Clerks,Comedy,109445,2292.0,1994.0,3.8472141372141366,24050.0
224.0,Don Juan DeMarco,Comedy|Drama|Romance,112883,1909.0,1995.0,3.4449993597131514,7809.0
225.0,Disclosure,Drama|Thriller,109635,8984.0,1994.0,3.2840320910973086,11592.0
227.0,Drop Zone,Action|Thriller,109676,4954.0,1994.0,3.061828598710909,4189.0
229.0,Death and the Maiden,Drama|Thriller,109579,10531.0,1994.0,3.5625,2256.0
230.0,Dolores Claiborne,Drama|Thriller,109642,11929.0,1995.0,3.588200326943082,6729.0
231.0,Dumb & Dumber (Dumb and Dumber),Adventure|Comedy,109686,8467.0,1994.0,2.964968752944132,31843.0
232.0,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,111797,10451.0,1994.0,4.027935943060498,5620.0
233.0,Exotica,Drama,109759,20156.0,1994.0,3.533083645443196,3204.0
234.0,Exit to Eden,Comedy,109758,18395.0,1994.0,2.6703929539295395,2952.0
235.0,Ed Wood,Comedy|Drama,109707,522.0,1994.0,3.664388396868181,15582.0
236.0,French Kiss,Action|Comedy|Romance,113117,397.0,1995.0,3.3150479880250066,11357.0
237.0,Forget Paris,Comedy|Romance,113097,10525.0,1995.0,3.2214038128249567,5770.0
238.0,Far From Home: The Adventures of Yellow Dog,Adventure|Children,113028,27985.0,1995.0,3.16579634464752,766.0
239.0,"Goofy Movie, A",Animation|Children|Comedy|Romance,113198,15789.0,1995.0,3.0852137767220897,3368.0
240.0,Hideaway,Thriller,113303,27303.0,1995.0,2.9107830551989733,779.0
241.0,Fluke,Children|Drama,113089,21183.0,1995.0,3.0261194029850738,536.0
242.0,Farinelli: il castrato,Drama|Musical,109771,10954.0,1994.0,3.3855,1000.0
246.0,Hoop Dreams,Documentary,110057,14275.0,1994.0,4.028236985316767,9739.0
247.0,Heavenly Creatures,Crime|Drama,110005,1024.0,1994.0,3.8224384098544233,7144.0
248.0,Houseguest,Comedy,110066,17207.0,1994.0,3.008025122121424,2866.0
249.0,Immortal Beloved,Drama|Romance,110116,13701.0,1994.0,3.675253192426244,4542.0
250.0,Heavyweights (Heavy Weights),Children|Comedy,110006,14819.0,1995.0,3.0751633986928097,918.0
252.0,I.Q.,Comedy|Romance,110099,11777.0,1994.0,3.215840517241379,9280.0
253.0,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,110148,628.0,1994.0,3.508920477209269,27577.0
254.0,Jefferson in Paris,Drama,113463,87729.0,1995.0,2.9111498257839723,574.0
255.0,"Jerky Boys, The",Comedy,110189,18713.0,1995.0,2.2779487179487186,975.0
256.0,Junior,Comedy|Sci-Fi,110216,6280.0,1994.0,2.7017581020970134,9442.0
257.0,Just Cause,Mystery|Thriller,113501,9061.0,1995.0,3.4075381140598533,3542.0
258.0,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,113538,37108.0,1995.0,2.6281328320802007,1596.0
259.0,Kiss of Death,Crime|Drama|Thriller,113552,6071.0,1995.0,3.060162601626016,1845.0
260.0,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,76759,11.0,1977.0,4.120188599618726,68717.0
261.0,Little Women,Drama,110367,9587.0,1994.0,3.627589063794532,9656.0
262.0,"Little Princess, A",Children|Drama,113670,19101.0,1995.0,3.7653443113772456,4008.0
265.0,Like Water for Chocolate (Como agua para chocolate),Drama|Fantasy|Romance,103994,18183.0,1992.0,3.921667748817364,10781.0
266.0,Legends of the Fall,Drama|Romance|War|Western,110322,4476.0,1994.0,3.5003490069166827,15759.0
267.0,Major Payne,Comedy,110443,11008.0,1995.0,2.886744743146127,3757.0
268.0,Little Odessa,Crime|Drama,110365,47504.0,1994.0,3.3061674008810567,681.0
269.0,My Crazy Life (Mi vida loca),Drama,107566,32325.0,1993.0,3.4518181818181817,550.0
270.0,Love Affair,Drama|Romance,110391,43742.0,1994.0,3.1700421940928267,1185.0
271.0,Losing Isaiah,Drama,113691,28313.0,1995.0,3.3343585237258337,1138.0
272.0,"Madness of King George, The",Comedy|Drama,110428,11318.0,1994.0,3.740050448430493,7136.0
273.0,Mary Shelley's Frankenstein (Frankenstein),Drama|Horror|Sci-Fi,109836,3036.0,1994.0,3.132062978222484,6796.0
274.0,Man of the House,Comedy,113755,40490.0,1995.0,2.8387665198237886,1135.0
275.0,Mixed Nuts,Comedy,110538,24070.0,1994.0,2.7166089965397924,1445.0
276.0,Milk Money,Comedy|Romance,110516,8986.0,1994.0,2.9788647342995174,4968.0
277.0,Miracle on 34th Street,Drama,110527,10510.0,1994.0,3.404886867273152,8574.0
278.0,Miami Rhapsody,Comedy,113808,17402.0,1995.0,3.021194605009634,1038.0
279.0,My Family,Drama,113896,38722.0,1995.0,3.6973995271867617,846.0
280.0,Murder in the First,Drama|Thriller,113870,8438.0,1995.0,3.717200854700855,4680.0
281.0,Nobody's Fool,Comedy|Drama|Romance,110684,11593.0,1994.0,3.661371237458194,3588.0
282.0,Nell,Drama,110638,1945.0,1994.0,3.409440492213037,10402.0
288.0,Natural Born Killers,Action|Crime|Thriller,110632,241.0,1994.0,3.2577711853476075,23259.0
289.0,Only You,Comedy|Romance,110737,9058.0,1994.0,3.3515018562267973,2963.0
290.0,Once Were Warriors,Crime|Drama,110729,527.0,1994.0,3.9737263270205374,3749.0
292.0,Outbreak,Action|Drama|Sci-Fi|Thriller,114069,6950.0,1995.0,3.4105008077544428,24760.0
293.0,Léon: The Professional (a.k.a. The Professional) (Léon),Action|Crime|Drama|Thriller,110413,101.0,1994.0,4.0885985748218525,33680.0
294.0,"Perez Family, The",Comedy|Romance,114113,63020.0,1995.0,3.16023166023166,777.0
296.0,Pulp Fiction,Comedy|Crime|Drama|Thriller,110912,680.0,1994.0,4.188912039361382,79672.0
299.0,Priest,Drama,110889,40156.0,1994.0,3.71598995395563,2389.0
300.0,Quiz Show,Drama,110932,11450.0,1994.0,3.66378901931884,18997.0
302.0,"Queen Margot (Reine Margot, La)",Drama|Romance,110963,10452.0,1994.0,3.7267721954576736,1453.0
303.0,"Quick and the Dead, The",Action|Thriller|Western,114214,12106.0,1995.0,3.0432486221677886,6532.0
304.0,Roommates,Comedy|Drama,114296,161495.0,1995.0,3.1710122699386503,652.0
305.0,Ready to Wear (Pret-A-Porter),Comedy,110907,3586.0,1994.0,2.710305958132045,3105.0
306.0,Three Colors: Red (Trois couleurs: Rouge),Drama,111495,110.0,1994.0,4.072966846132049,7058.0
307.0,Three Colors: Blue (Trois couleurs: Bleu),Drama,108394,108.0,1993.0,3.981408706166868,6616.0
308.0,Three Colors: White (Trzy kolory: Bialy),Comedy|Drama,111507,109.0,1994.0,3.9024582104228123,5085.0
312.0,Stuart Saves His Family,Comedy,114571,28033.0,1995.0,2.62125,1200.0
313.0,"Swan Princess, The",Animation|Children,111333,22586.0,1994.0,3.0378315132605302,1282.0
314.0,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,111112,14334.0,1994.0,3.8499337748344367,3775.0
315.0,"Specialist, The",Action|Drama|Thriller,111255,2636.0,1994.0,2.891937833899952,10295.0
316.0,Stargate,Action|Adventure|Sci-Fi,111282,2164.0,1994.0,3.371061145260433,30910.0
317.0,"Santa Clause, The",Comedy|Drama|Fantasy,111070,11395.0,1994.0,3.128074747346341,15733.0
318.0,"Shawshank Redemption, The",Crime|Drama,111161,278.0,1994.0,4.413576004516335,81482.0
319.0,Shallow Grave,Comedy|Drama|Thriller,111149,9905.0,1994.0,3.7753827857886137,6727.0
321.0,Strawberry and Chocolate (Fresa y chocolate),Drama,106966,12527.0,1993.0,3.768585131894485,834.0
322.0,Swimming with Sharks,Comedy|Drama,114594,20306.0,1995.0,3.668214285714286,2800.0
325.0,National Lampoon's Senior Trip,Comedy,113936,27993.0,1995.0,2.6461619348054684,951.0
326.0,To Live (Huozhe),Drama,110081,31439.0,1994.0,4.079659706109823,1293.0
327.0,Tank Girl,Action|Comedy|Sci-Fi,114614,9067.0,1995.0,2.8164698849200422,6691.0
328.0,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,114608,9059.0,1995.0,3.1462570315880565,2311.0
329.0,Star Trek: Generations,Adventure|Drama|Sci-Fi,111280,193.0,1994.0,3.322669104204753,24615.0
330.0,Tales from the Hood,Action|Crime|Horror,114609,25066.0,1995.0,2.7893992932862206,1415.0
332.0,Village of the Damned,Horror|Sci-Fi,114852,12122.0,1995.0,2.7733071638861637,2038.0
333.0,Tommy Boy,Comedy,114694,11381.0,1995.0,3.356478068558791,10852.0
334.0,Vanya on 42nd Street,Drama,111590,32636.0,1994.0,3.8167224080267568,1495.0
337.0,What's Eating Gilbert Grape,Drama,108550,1587.0,1993.0,3.7512185215272136,17234.0
338.0,Virtuosity,Action|Sci-Fi|Thriller,114857,9271.0,1995.0,2.9854872149274363,4341.0
339.0,While You Were Sleeping,Comedy|Romance,114924,2064.0,1995.0,3.4993894441680613,22111.0
340.0,"War, The",Adventure|Drama|War,111667,19855.0,1994.0,3.3774436090225564,1330.0
342.0,Muriel's Wedding,Comedy,110598,236.0,1994.0,3.5076385654401485,10735.0
343.0,"Baby-Sitters Club, The",Children,112435,48287.0,1995.0,2.6692037470726,854.0
344.0,Ace Ventura: Pet Detective,Comedy,109040,3049.0,1994.0,2.9898406002189413,37453.0
345.0,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,109045,2759.0,1994.0,3.6420627426293146,9531.0
346.0,Backbeat,Drama|Musical,106339,12635.0,1993.0,3.409970958373669,1033.0
347.0,Bitter Moon,Drama|Film-Noir|Romance,104779,10497.0,1992.0,3.44702842377261,1548.0
348.0,Bullets Over Broadway,Comedy,109348,11382.0,1994.0,3.6953642384105962,7399.0
349.0,Clear and Present Danger,Action|Crime|Drama|Thriller,109444,9331.0,1994.0,3.6551898004754015,27766.0
350.0,"Client, The",Drama|Mystery|Thriller,109446,10731.0,1994.0,3.466657593903103,14696.0
351.0,"Corrina, Corrina",Comedy|Drama|Romance,109484,10464.0,1994.0,3.3049367850692355,3322.0
352.0,Crooklyn,Comedy|Drama,109504,34152.0,1994.0,3.280944625407166,1228.0
353.0,"Crow, The",Action|Crime|Fantasy|Thriller,109506,9495.0,1994.0,3.517972748011592,16219.0
354.0,Cobb,Drama,109450,29973.0,1994.0,3.1356893542757414,1146.0
355.0,"Flintstones, The",Children|Comedy|Fantasy,109813,888.0,1994.0,2.4127870563674323,9580.0
356.0,Forrest Gump,Comedy|Drama|Romance|War,109830,13.0,1994.0,4.048011436845787,81491.0
357.0,Four Weddings and a Funeral,Comedy|Romance,109831,712.0,1994.0,3.6408326781234783,26709.0
